,search term,sentiment,tweet
250,keir starmer,63.0,"If you vote #Labour, this is what  is determined to deliver. It's what the country doesn't want - or need.  Yes! t…"
251,keir starmer,0.0,"""The windfall tax is absolutely essential"" says Labour leader Sir Keir Starmer - adding we need to move towards renewable ener…"
252,keir starmer,0.0,.'s  and the  appear to be two separate political entities but are in fact two wings o…
253,keir starmer,0.0,Am I right in thinking there have been allegations of rigging the selection process by the La…
254,keir starmer,22.0,Don't assume because the People are fed up of the Tories they want a Labour Government!!
255,keir starmer,-63.0,WRONG!! People are fed up of 12 years of Tory rule and want the change that  offers…
256,keir starmer,49.0,I've a feeling he approves.... hypothetical or not.
257,keir starmer,0.0,"You know that polling is a multi billion dollar industry and it isn't conducted via twitter, right?"
258,keir starmer,5.0,"No Keir it isn't....Chester is Labour to the core...white,middle class and predominately very well off....this isn't a vote against the Tories as it's a Labour seat the by election only happened as the previous MP couldn't conduct himself correctly after a drink."
259,keir starmer,-5.0,I want the Tories out more than most but I also don't want this right wing politician running the UK.   The plan is to ret…
260,keir starmer,-3.0,"For someone who uses the word ""agenda"" so much you'd think he'd see the irony but then ... Ho hum..."
261,keir starmer,-36.0,"British army could be overstretched by stepping in during strikes, says Labour https//t.co/amXC9hsObu Let's rewrite this…"
262,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
263,keir starmer,-43.0,No we dont want Labour dont be ridiculous Keir Starmer you know that isnt true we dont want labour or conservative Id rather vote Reform UK
264,keir starmer,27.0,"""This was a very, very good result for the Labour party"" says Sir Keir Starmer - adding ""the govt is worn out, tired, has cras…"
265,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
266,keir starmer,-36.0,"Exactly, Starmer should be shouting from the rooftops but he is a Tory in disguise"
267,keir starmer,46.0,Keir Starmer seems to think he is entitled to power. He appears to be under the impression it will be delivered to him on…
268,keir starmer,27.0,"""This was a very, very good result for the Labour party"" says Sir Keir Starmer - adding ""the govt is worn out, tired, has cras…"
269,keir starmer,-44.0,I always worry when they say that because it could be less devolution for Scotland and more Westminster control.
270,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
271,keir starmer,69.0,"Well if you think that gov shouldn't subsidise the education of wealthy people, let's start with clawing back the money we spend subsidising working age adults through university. Particularly those study programmes that have little value to society."
272,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
273,keir starmer,-38.0,"What a load of crap, you held a seat. #NevervoteLabour"
274,keir starmer,51.0,Jeremy Corbyn isn't responsible for  losing the 2019 general election. Corbyn respected the referendum result and…
275,keir starmer,-48.0,Why has Labour MP Nick Brown been suspended  ?  DAY 86.
276,keir starmer,0.0,Keir Starmer is a member of the Trilateral Commission and he &amp; Angela Rayner are both members of the Fabian Society. Bo…
277,keir starmer,23.0,Sad truth is Keir Starmer represents reality of the Labour Party more than Jeremy Corbyn. And by that I mean the *real*…
278,keir starmer,0.0,"Keir Starmer says ""You can get a sense of what a Labour future could be by looking to Wales...” https//t.co/yvN3gqxEN3"
279,keir starmer,0.0,"Keir Starmer says ""You can get a sense of what a Labour future could be by looking to Wales...” https//t.co/yvN3gqxEN3"
280,keir starmer,44.0,The fact that the Spectator published this is disgraceful.  No one should have anything to do with the Spectator.   I call upon Keir Starmer &amp; other MPs who accepted Spectator awards to send them back. https//t.co/yzLeiSipic
281,keir starmer,59.0,"But … it appears people feel he’s lost his edge as the best man to lead the country, as he dropped seven points against Sir Ke…"
282,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
283,keir starmer,46.0,Most definitely.
284,keir starmer,0.0,.'s transformation of  has been nothing short of incredible. Britain never needed a Labour governmen…
285,keir starmer,-67.0,If we dropped that most hotel staff are foreign there'd be a sudden stop from the outrage being shown by the far right .... And that says all we need to know
286,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
287,keir starmer,-69.0,"Derby, like you, kids homes, secure, YOI then prison, served 17 and a half years in bits before I realised I was only running from myself, I struggle with this memory thing, people think it's a gift but it's more curse than gift, I have wasted a lot of potential."
288,keir starmer,84.0,"""Labour is now trusted more by voters to reduce taxes, deliver on Brexit and ensure free speech than the Conservatives, a…"
289,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
290,keir starmer,0.0,Must be a gagging situation going on with the MSM. I wonder why?
291,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
292,keir starmer,0.0,I'll never vote  again reform all the way.
293,keir starmer,40.0,"Tories no longer seen as the party of Brexit, low tax or free speech https//t.co/uWo8TL5xAo"
294,keir starmer,0.0,"Keir Starmer says ""You can get a sense of what a Labour future could be by looking to Wales...” https//t.co/yvN3gqxEN3"
295,keir starmer,0.0,'This is political posturing. It's nothing at all to do with raising school standards.'  Consultant and education advocate Tim…
296,keir starmer,0.0,…
297,keir starmer,0.0,Knew the tories were up to their necks in another money spinner
298,keir starmer,0.0,Some of these family run hotels won't survive without doing this due to cost of living. ..
299,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
300,keir starmer,64.0,"Chester by-election Labour Party victory ✌ Well done   #VoteLabour🇬🇧  "" Sunak fails first by-election test, says Rayner"" https//t.co/wwpZwVXPHm https//t.co/zZRC5FA0Gk"
301,keir starmer,20.0,"Lula ""I send my solidarity. May Assange be released from his unfair imprisonment""  Gustavo Petro ""I support the worldwide…"
302,keir starmer,42.0,The Tories allow over a million migrants to settle in the UK in just one year. Then are surprised when latest poll sho…
303,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
304,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
305,keir starmer,0.0,Thousands ??
306,keir starmer,0.0,"Keir Starmer says ""You can get a sense of what a Labour future could be by looking to Wales...” https//t.co/yvN3gqxEN3"
307,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
308,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
309,keir starmer,34.0,"He didn't do anything, in fact, to stand up for UK business.  Unbeknownst to many, Sir Keir Starmer KC appointed a Hard #Brexit true believer his chief policy adviser when he became Labour leader.   https//t.co/NVIlMea1jy"
310,keir starmer,0.0,How can this be right? Water companies letting us down big time. https//t.co/7QZT7B2uKy
311,keir starmer,0.0,.'s  and the  appear to be two separate political entities but are in fact two wings o…
312,keir starmer,6.0,Why is  quoting the discredited disinformation group HA in Parliament?  Antivaxxers are going…
313,keir starmer,-30.0,I'm Jewish. Ex Labour. One of those Jews you refuse to even listen to. I wou…
314,keir starmer,80.0,But why are managers sacking staff? Surely the income for the hotels is going up otherwise they would turn down the business. Sounds like exploitation of workforce if they are filling rooms on taxpayers money but not keeping staff on.
315,keir starmer,-74.0,You poor deluded fool!
316,keir starmer,50.0,Never time for a labour government but agree Tories need to sort their act out or it will be a coalition government
317,keir starmer,36.0,"It looks like Labour will be in power after the next GE. Think about it ..Keir Starmer as PM, Rachel Reeves doing the fina…"
318,keir starmer,0.0,the government is taking over businesses and sacking the employees ?
319,keir starmer,23.0,You cannot cannot unequivocally support this   https//t.co/CtNIBvUE6P
320,keir starmer,0.0,…
321,keir starmer,-44.0,Plan is to open the floodgates madness to vote for this mob
322,keir starmer,49.0,Since when did you care about workers?
323,keir starmer,0.0,I know he is. https//t.co/RIBkJpjTzx
324,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
325,keir starmer,0.0,. is looking very unwell. His face is bloated and deathly pale and he has rapidly aged since becoming …
326,keir starmer,-55.0,Labour council wasted ??77m on 'Communist plan' and services blunder https//t.co/V6WhkB2dT6 via  A reminder w…
327,keir starmer,28.0,. and his shadow cabinet think they are winning Tory voters by saying they don't support the striking workers…
328,keir starmer,0.0,"You have shown yourself up, this is total bollocks."
329,keir starmer,69.0,They were not forced to offer the hotel to the government for refugees They chose to and to sack their workers. Many had few paying customers and were on the  brink of going bust. Royal  Mail and the  Rail companies want to sack their staff so no doubt you support the strikes
330,keir starmer,0.0,"Keir Starmer and the Blairites take the view that the left has nowhere else to go but Labour, so their votes can be taken…"
331,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
332,keir starmer,20.0,"Lula ""I send my solidarity. May Assange be released from his unfair imprisonment""  Gustavo Petro ""I support the worldwide…"
333,keir starmer,0.0,Labour's Chief Colonial Says Scotland Owned by England  Keir Starmer has pledged change in Scotland under Labour leaders…
334,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
335,keir starmer,17.0,WE don't like liars either https//t.co/7AFsllL1Sh
336,keir starmer,0.0,…
337,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
338,keir starmer,32.0,The huge difference between Ian Blackford and  and  is that you could listen to Ian all day. Tha…
339,keir starmer,-48.0,Why has Labour MP Nick Brown been suspended  ?  DAY 86.
340,keir starmer,-30.0,Little Red Torys have no place in Labour   #EnoughIsEnough #Fightback #DefundRedTories ✊🏽✊🏿✊🏻✊️
341,keir starmer,-71.0,Irrespective of any law you have a responsibility to your staff many of whom work long hours on low pay.    The Government/ Home Office and unscrupulous Hotel owners should hold their heads in shame!
342,keir starmer,0.0,Here are some hotel workers that have been sacked https//t.co/gO3rkrWJG2
343,keir starmer,0.0,"Keir Starmer says ""You can get a sense of what a Labour future could be by looking to Wales...” https//t.co/yvN3gqxEN3"
344,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
345,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
346,keir starmer,0.0,Labour's Chief Colonial Says Scotland Owned by England  Keir Starmer has pledged change in Scotland under Labour leaders…
347,keir starmer,83.0,That’s not evidence 😂😂😂
348,keir starmer,41.0,And the icing on the cake is that most degrees are worthless. Students graduating with a sense of entitlement not a decent work ethic. My company use to recruit graduates. Now we seek out motivated apprentices direct from sixth form colleges - a much better investment imo.
349,keir starmer,-72.0,"Fuck me, that's hard!!! Sorry to hear that. Where you based?"
350,keir starmer,0.0,Keith Starmer is absolutely right!
351,keir starmer,-70.0,"DEMOCRACY DENIERS ...   +++ = NO DEMOCRACY = English Nationalist,…"
352,keir starmer,0.0,"🔴 Sir Keir Starmer has claimed Rishi Sunak and the Tories have ""run out of road"" after Labour cruised to victory in the City…"
353,keir starmer,0.0,Labour's Chief Colonial Says Scotland Owned by England  Keir Starmer has pledged change in Scotland under Labour leaders…
354,keir starmer,71.0,Labour won in Chester yesterday but what’s interesting is that polls show that only 30% people back Keir Starmer as th…
355,keir starmer,36.0,"It looks like Labour will be in power after the next GE. Think about it ..Keir Starmer as PM, Rachel Reeves doing the fina…"
356,keir starmer,-52.0,"An economic and industrial strategy\plan FOR ALL DEMOGRAPHICS..!! Well said, Keir Starmer. No more blind thrashing or trashing, of our society or standards; in pursuit of abusive short-term private cash."
357,keir starmer,71.0,Labour won in Chester yesterday but what’s interesting is that polls show that only 30% people back Keir Starmer as th…
358,keir starmer,0.0,Seems to me that Employment law has been tossed in the bin for the sake of these migrants.
359,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
360,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
361,keir starmer,-46.0,"Awful poll numbers for the Conservative Govt, which has shifted significantly away from the Right under  Hard…"
362,keir starmer,0.0,"Keir Starmer says ""You can get a sense of what a Labour future could be by looking to Wales...” https//t.co/yvN3gqxEN3"
363,keir starmer,-30.0,"I am not sure why giving people, who do not look short of a bob or two more opportunities to have their day in court would be a deterrent to them from, as Sir Keir Starmer KC sees it, putting the lives of others at risk."
364,keir starmer,0.0,You don’t believe they’re being housed in hotels or you don’t believe the staff are being sacked?
365,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
366,keir starmer,30.0,Yeah because The Mail and The sun never make up any stories and are totally legit sources of information .........
367,keir starmer,-13.0,"I was looking at opening drop in detox premises or something like, then my children's mum died and I found myself a single parent and it's bloody hard lol, anyway, take care mate, duties call"
368,keir starmer,0.0,The chester by-election is over now. Can you lift the nick brown gagging order?   #whereisnickbrown
369,keir starmer,10.0,"2012 Keir Starmer's CPS  ""The use of undercover police against political campaigners appears exempt from any…"
370,keir starmer,-15.0,So? This is a debt that hangs over the young for decades and all it would take is a change of government to introduce draconian enforcement to claw back the money. Unfortunately the baby boom generation pulled up the ladder once they had benefited from free education.
371,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
372,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
373,keir starmer,0.0,Labour's Chief Colonial Says Scotland Owned by England  Keir Starmer has pledged change in Scotland under Labour leaders…
374,keir starmer,0.0,It is today@4.30 if you can make it.
375,keir starmer,0.0,"You know this is happening under a Tory government, to sort out Tory…"
376,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
377,keir starmer,65.0,"Aye let’s bring the good times back eh, labour loans, poorly built schools, tram debacles, sending billions of our money back down the road cause they couldn’t find anything worthwhile to spend it on, shifting our sea boundary land off to Englander. You must thing we are daft 🙄"
378,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
379,keir starmer,28.0,"Private schools survived Ramsay MacDonald, Harold Wilson, James Callaghan, Tony Blair &amp; Gordon Brown but now that Black and As…"
380,keir starmer,-32.0,The conservative government should be ashamed at the lack of respect to workers - again.
381,keir starmer,-48.0,Keir Starmer would make a worse PM than Rishi Sunak.
382,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
383,keir starmer,8.0,The outrage should be that's its possible to sack employees without notice. Weak employment laws championed by the very people bemoaning refugees being placed in hotels.
384,keir starmer,74.0,"Yes he did. If he wanted to say we aren't training enough nurses in the UK he could have just said that, but he SPECIFICALLY said that were recruiting too many from overseas and he would LIKE TO SEE THE NUMBERS GO DOWN. https//t.co/6x8NrydAeK"
385,keir starmer,34.0,The Chester by-election was Rishi Sunak’s first electoral test – he lost  Labour candidate  has won the Cheste…
386,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
387,keir starmer,0.0,"Keir Starmer says ""You can get a sense of what a Labour future could be by looking to Wales...” https//t.co/yvN3gqxEN3"
388,keir starmer,0.0,Sir Keir Starmer says by-election result shows public are 'FED UP' with the Tories  https//t.co/pPc7D1AyEE
389,keir starmer,20.0,Keir Starmer needs to stop telling the people of Scotland what he thinks they want. He has one Labour MP in Scotland. We haven't voted for his party in the last three general elections and long may that continue.
390,keir starmer,0.0,"Was Keir Starmer in there? It's his local, allegedly."
391,keir starmer,0.0,The chester by-election is over now. Can you lift the nick brown gagging order?   #whereisnickbrown
392,keir starmer,21.0,There nothing stopping the blue Torys PM Rishi Sunak calling a GE now against red Tory Keir Starmer expected to lose anyway there daily Tory MP's saying not standing puts pressure on red Tory Keir Starmer to sort strikes &amp; everything out if wins
393,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
394,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
395,keir starmer,0.0,Has  took the knee to Marlene Headley yet?
396,keir starmer,59.0,"But … it appears people feel he’s lost his edge as the best man to lead the country, as he dropped seven points against Sir Ke…"
397,keir starmer,42.0,"That’s us told then. Some equal.  voluntary union where prime ministers are foisted on us, like it or not! #ScottishIndependence 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿"
398,keir starmer,-70.0,"DEMOCRACY DENIERS ...   +++ = NO DEMOCRACY = English Nationalist,…"
399,keir starmer,-30.0,"""We've exited the EU and we're not going back,"" says Keir Starmer, who tells the BBC ""there is no case for rejoining."" htt…"
400,keir starmer,0.0,These are private businesses trampling over employment rights.......I thought you wanted to deregulate and remove worker protections?
401,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
402,keir starmer,0.0,"Keir Starmer - Winchester College has a rowing club, a rifle club, an extensive art collection &amp; they charge over £45,000 in…"
403,keir starmer,0.0,Keir Starmer is a member of the Trilateral Commission and he &amp; Angela Rayner are both members of the Fabian Society. Bo…
404,keir starmer,0.0,Sio the Government should take up French government offer and have a processing center in France. And deal with those that arrive here much more quickly.
405,keir starmer,59.0,"But … it appears people feel he’s lost his edge as the best man to lead the country, as he dropped seven points against Sir Keir Starmer as the people’s preferred PM   🔴 30% (+1) - Sir Keir Starmer (Lab) 🔵 30% (-7) - Rishi Sunak (Con) ⚪️ 40% (+3) - Don’t know  3/12 https//t.co/lDmhEW4ZUJ"
406,keir starmer,0.0,"Keir Starmer says ""You can get a sense of what a Labour future could be by looking to Wales...” https//t.co/yvN3gqxEN3"
407,keir starmer,49.0,"Why it bears considering that Keir Starmer, on a steep learning curve out of a deep pit, might actually be quite good at hi…"
408,keir starmer,84.0,Perhaps they could afford to fund better SEN provision if they collected taxed better? Maybe start by not leaving private education out of the system. These are very profitable businesses is many cases.
409,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
410,keir starmer,34.0,"I presume any vote you received from a non-working person was rejected by  since your party is concerned only with 'working people'. Right  ? Support from the unemployed, disabled or elderly are subsequently invalid!"
411,keir starmer,73.0,It is interesting that I haven't really had any challenges to this tweet from Keir Starmer supporters.
412,keir starmer,46.0,"Loans are almost never paid back, under 20% are. Gov caps interest rate for student loans providing a massive subsidy. £420 billion in unpaid loans expected by mid 2040s."
413,keir starmer,71.0,Labour won in Chester yesterday but what’s interesting is that polls show that only 30% people back Keir Starmer as th…
414,keir starmer,0.0,This is not possible due to TUPE regulations. Just because somebody claims it doesn’t make it so barkeep.
415,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
416,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
417,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
418,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
419,keir starmer,-59.0,"Some of us warned of this if they installed Rishi.. it’s the Conservatives own fault, they do not listen to those on the groun…"
420,keir starmer,-44.0,"Labour have backed all Tory policies over the last 3 years even when they could have given them a bloody nose courtesy of the Tory rebels. Not fit in opposition, certainly not fit to govern."
421,keir starmer,0.0,Keir Starmer is a member of the Trilateral Commission and he &amp; Angela Rayner are both members of the Fabian Society. Bo…
422,keir starmer,-3.0,Rishi Sunak has suffered a setback after a new poll showed a dip in support for the Tories but a spike in backing for Reform…
423,keir starmer,51.0,Jeremy Corbyn isn't responsible for  losing the 2019 general election. Corbyn respected the referendum result and…
424,keir starmer,-74.0,sort this nonsense out.  is spreading misinformation and should be censured.  put a stop to this. https//t.co/UzpTJmo8V1
425,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
426,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
427,keir starmer,0.0,.'s  and the  appear to be two separate political entities but are in fact two wings o…
428,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
429,keir starmer,0.0,Keir Starmer is a member of the Trilateral Commission and he &amp; Angela Rayner are both members of the Fabian Society. Bo…
430,keir starmer,0.0,"Never heard about this, when did this happen?"
431,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
432,keir starmer,75.0,"Sir John Curtice on Labour's win in the City of Chester ""Labour are in a stronger position than they’ve been at any previ…"
433,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
434,keir starmer,-46.0,"Awful poll numbers for the Conservative Govt, which has shifted significantly away from the Right under  Hard…"
435,keir starmer,0.0,Starmer vows Labour would bring change in Scotland without indyref2 (www.independent.c...)  Sir Keir Starmer has pledged change in Scotland under Labour leadership  but maintained his ...  Add your highlights https//t.co/JNDvHuvL1E  #UK #news
436,keir starmer,-75.0,keir starmer is a lying wet wipe who abandoned his pledges
437,keir starmer,44.0,Thanks for listening x
438,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
439,keir starmer,-12.0,Grants are almost nonexistent. Almost every student makes use of a loan. This must be paid back but well done for ignoring my point and just repeating yourself.
440,keir starmer,0.0,"Keir Starmer says ""You can get a sense of what a Labour future could be by looking to Wales...” https//t.co/yvN3gqxEN3"
441,keir starmer,78.0,"UK justice?  Six-month jail sentence for being a public nuisance, otherwise known as non-violent, peaceful direct action.…"
442,keir starmer,78.0,"UK justice?  Six-month jail sentence for being a public nuisance, otherwise known as non-violent, peaceful direct action.…"
443,keir starmer,-44.0,Instead of looking at share - look at votes. In a by election against the worst Tory go…
444,keir starmer,28.0,. and his shadow cabinet think they are winning Tory voters by saying they don't support the striking workers…
445,keir starmer,-46.0,"Awful poll numbers for the Conservative Govt, which has shifted significantly away from the Right under  Hard…"
446,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
447,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
448,keir starmer,-38.0,"As Sir 's private school tax double whammy threatens both private and (as a direct result) state schools, we…"
449,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
450,keir starmer,0.0,Keir Starmer is a member of the Trilateral Commission and he &amp; Angela Rayner are both members of the Fabian Society. Bo…
451,keir starmer,0.0,"Mick Lynch Dismantles the Media, Government and Keir Starmer  https//t.co/TiGpQFHyEg"
452,keir starmer,71.0,Labour won in Chester yesterday but what’s interesting is that polls show that only 30% people back Keir Starmer as th…
453,keir starmer,36.0,Anyone who thinks  'King Starmeroid' leader of the Antisemitic Labour is fit to ever run the UK should read…
454,keir starmer,74.0,It would be nice if the centrist contingent could also turn an eye to the role that Private Health interests play in t…
455,keir starmer,-59.0,'This is political posturing. It's nothing at all to do with raising school standards.'  Consultant and education advocate Tim Clark speaks to Arlene Foster after private schools warn bursaries are under threat from Keir Starmer's tax plan. https//t.co/ZKoD0yFxSC
456,keir starmer,-38.0,"Zbigniew Brzezinski, in his own words ""Today its infinitely easier to kill a million people, than to control one million people"". Like the Conservatives, Labour has no preference. A member of the #TrilateralCommission, as is , who is  latest influence."
457,keir starmer,0.0,I wouldn’t
458,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
459,keir starmer,74.0,It would be nice if the centrist contingent could also turn an eye to the role that Private Health interests play in t…
460,keir starmer,0.0,Has always had the face of a massively compromised pisshead.
461,keir starmer,84.0,Labour To Win campaigners have changed the party for the better.   We're going to make Keir Starmer the next Labour Prime Minister. We're going to change lives.  Don't let Momentum take us backwards. They destroyed our party and everyday Labour members have had to build it back. https//t.co/mwKxuw6fHs
462,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
463,keir starmer,0.0,We all know that GE we'll declare independence 🏴󠁧󠁢󠁳󠁣󠁴󠁿
464,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
465,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
466,keir starmer,10.0,"UK justice?  Six-month jail sentence for being a public nuisance, otherwise known as non-violent, peaceful direct action.  Even Labour leader Keir Starmer advocated for severe punishment   Democracy is no longer fashionable or legal.  #ClimateActionNow   https//t.co/6DrAKnSQWG"
467,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
468,keir starmer,64.0,"High taxes, the decline of economic freedom, porous borders and a move to the political center ground are proving a disas…"
469,keir starmer,0.0,"Keir Starmer says ""You can get a sense of what a Labour future could be by looking to Wales...” https//t.co/yvN3gqxEN3"
470,keir starmer,-48.0,Why has Labour MP Nick Brown been suspended  ?  DAY 86.
471,keir starmer,28.0,. and his shadow cabinet think they are winning Tory voters by saying they don't support the striking workers…
472,keir starmer,0.0,Yet they seem oblivious.
473,keir starmer,20.0,"Lula ""I send my solidarity. May Assange be released from his unfair imprisonment""  Gustavo Petro ""I support the worldwide…"
474,keir starmer,0.0,"🔴 Sir Keir Starmer has claimed Rishi Sunak and the Tories have ""run out of road"" after Labour cruised to victory in the City of Chester by-election.  Read more on our politics liveblog https//t.co/d86HKdwG5m https//t.co/WWDRzKJoRZ"
475,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
476,keir starmer,0.0,Spot on!
477,keir starmer,6.0,Why is  quoting the discredited disinformation group HA in Parliament?  Antivaxxers are going…
478,keir starmer,18.0,Keir Starmer looks set to win the next General Election. What could possibly go wrong? https//t.co/xuFn3PlMEx https//t.co/Fn8oUNQQex
479,keir starmer,25.0,"In this week’s newsletter I’ve written something very nerdy, about how Keir Starmer is like a stage magician https//t.co/T…"
480,keir starmer,18.0,Keir Starmer looks set to win the next General Election. What could possibly go wrong? https//t.co/orquHU6iXR https//t.co/LrC2gmIHR0
481,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
482,keir starmer,44.0,"Fed up with, surely? ""Fed up of"" shows your tweet was written by one of your probably northern staffers, not by you, born in Surrey and living in Islington"
483,keir starmer,-82.0,And? Your solution is? Are you always going to be a racist shit stirring cock end!
484,keir starmer,18.0,Keir Starmer looks set to win the next General Election. What could possibly go wrong? https//t.co/PVnsRMaAi3 https//t.co/1V45LIgUtm
485,keir starmer,-90.0,Paul is a twat with no life so comes on twitter to argue about things he’s wrong about.
486,keir starmer,75.0,"Sir John Curtice on Labour's win in the City of Chester ""Labour are in a stronger position than they’ve been at any previ…"
487,keir starmer,28.0,. and his shadow cabinet think they are winning Tory voters by saying they don't support the striking workers…
488,keir starmer,-32.0,"-just heard Royal Hospital had a 7 hour wait in A&amp;E. A lack of beds, patients expected to sleep on the floor, n…"
489,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
490,keir starmer,0.0,"Aaaannd another example of what, apparently, never happens.....       https//t.co/pYUIExonry"
491,keir starmer,0.0,Erm no!
492,keir starmer,88.0,"It was a strong Labour seat about 1/3 of usual voters didn’t turnout, much more than your increase in majority.  The only way that by-election would have been a shock is if Labour didn’t win it.  Anyone with intelligence sees through your spin."
493,keir starmer,0.0,Why is he a “lefty” and why is he a Tw*t? He may be either or none or both even. But how did you deduce his “lefty” stance from his tweet?
494,keir starmer,64.0,"They are being sacked because of Tory economic incompetence, the bosses are then filling rooms that would be empty for profit, welcome to the reality of capitalism. not for the people but profit."
495,keir starmer,44.0,Tbh i hope uk law and culture gets booted and bring sharia law in
496,keir starmer,-51.0,Get rid of a system that has failed children for years. We need a new system in place
