,search term,tweet_id,sentiment,tweet
175,keir starmer,1597644744020348928,-87.0,"Another day, another Daily Mail splash on Keir Starmer's ""class war"" attack on private schools.  Ignoring the fact tha…"
176,keir starmer,1597644701716602882,-61.0,"In a crowded field, Keir Starmer must be the most disingenuous and dishonest politician in the UK right now. Is there a sin…"
177,keir starmer,1597644616869683200,-51.0,"Those of us who have endured 3 failed versions of Brexit already – under May, Johnson &amp; Truss – are still being asked to s…"
178,keir starmer,1597644588155473920,0.0,"""Starmer is leading a slow march towards a softer Brexit — he just won’t say it out loud"" |   https//t.co/zQr9…"
179,keir starmer,1597644584124706818,32.0,"Who is your favourite  leader,  or ?  Please  after voting"
180,keir starmer,1597644547596890113,-21.0,"Jokes aside, it won't happen hopefully!  The working class street boy in me just raises it's anarchic head somtimes!"
181,keir starmer,1597644539459932160,-48.0,Why has Labour MP Nick Brown been suspended  ? DAY 83.
182,keir starmer,1597644487832240131,0.0,"Starmer's Brexit stance is unfathomable. It's wrong and It's absurd. Who is he trying to woo, Brexiteer Tories? He should be of…"
183,keir starmer,1597644476989571073,0.0,"""Starmer is leading a slow march towards a softer Brexit — he just won’t say it out loud"" |   https//t.co/zQr9…"
184,keir starmer,1597644456081395712,46.0,"Apparently , Murdoch's prospective next PM for the outsourcing &amp; privatisation party, is said to be appealing against the sentence on the grounds he wanted it to be 6 years."
185,keir starmer,1597644435214716928,-61.0,"In a crowded field, Keir Starmer must be the most disingenuous and dishonest politician in the UK right now. Is there a sin…"
186,keir starmer,1597644431360143361,0.0,Ask him why he left the scene of an ancient and if it may have had anything to do with him being over the drink drive limit.
187,keir starmer,1597644408832131073,0.0,"George Galloway ‘blowing the gaff’ on Sir Kier Starmer , and the main political p…"
188,keir starmer,1597644401983258627,-30.0,'..She’s personally sampled the Tees and feeeport zone - says current dredging must “absolutely stop now”'
189,keir starmer,1597644374652788737,-68.0,Lol. The stench of Racism wasnt coming from   It's coming from  +…
190,keir starmer,1597644351504781313,4.0,"Meritocracy is ideological. I was commenting on that.  Equal opportunity is laudable but will never be 100% as different people make different choices, some succeed, some fail, some try, some don't. If a parent decides to spend hard earned cash on education let them."
191,keir starmer,1597644311692161024,0.0,Starmer is leading a slow march towards a softer Brexit — he just won’t say it out loud | Gaby Hinsliff https//t.co/JgrCRyve…
192,keir starmer,1597644275029663744,15.0,Should’ve stopped at the justice system no longer works. All its malfeasance does now is facilitate tyranny by big business with its inequitable dynamic over victims of the state.
193,keir starmer,1597644256885473280,-27.0,"worried about losing votes to the Green Party? You should be, they're the only one offering progressive policies"
194,keir starmer,1597644254851239936,8.0,"Starmer 2020 ""I want families to be able to live together, whether that's in Europe or here...We have to make the case for fre…"
195,keir starmer,1597644242871939072,68.0,And? With huge numbers supporting a return to the EU?
196,keir starmer,1597644210748153857,-62.0,Speaking of violence against women and children... https//t.co/0DdoJKCwvL
197,keir starmer,1597644184013352960,-80.0,"Would like to report  for his outright lies, non-stop misleading, hypocrisy &amp; also potential abuse of powers to prevent oppositions https//t.co/ALkNuR4ORN"
198,keir starmer,1597644141525340162,-51.0,You filthy liar https//t.co/Ti8mthankH
199,keir starmer,1597644132541165569,10.0,He looks a bit too eager there! 😬
200,keir starmer,1597644104250589184,36.0,Thank you for remembering them. Such a sad day for their friends and families.
201,keir starmer,1597644096096841728,-61.0,Renewables could make such a difference. Shocking how little political will there is for a human future 😕
202,keir starmer,1597644091877388289,27.0,Jeremy Corbyn's policies would actually have run the country well.   Keir Starmer's policies will run the country as badl…
203,keir starmer,1597644091046907904,-61.0,When you've betrayed everyone. When you believe in nothing. When you've sold your soul. When everything you do is someo…
204,keir starmer,1597644067319742464,69.0,Would he have to be a man for that to happen? Break him like a worm doesn't have the same ring though does it 🤣
205,keir starmer,1597644056904929281,65.0,"The Social Media Choir of the Cult of Starmer is in the studio right now recording, ""Sir Keir's Playing A #Brexit Long Game!""  They hope it will be their Christmas Number One from this year until 2029.  #BBCPM   https//t.co/WhXxeIioGX"
206,keir starmer,1597644038932692992,0.0,"""STARMER! Starmer! Ees not a farmer... Don't make any sense but nor does Starmer."
207,keir starmer,1597643969504374786,0.0,Keir Starmer
208,keir starmer,1597643932254756865,0.0,"George Galloway ‘blowing the gaff’ on Sir Kier Starmer , and the main political p…"
209,keir starmer,1597643857541615616,-94.0,"Didn’t work the victims of Saville either!!! But your very quiet on that subject! You enjoy the fruits of incompetence and a job not well done, whilst his victims still suffer! Resign now and give back the Knighthood!!!"
210,keir starmer,1597643804085219331,0.0,This #LisaNandy🐍 ? #BDS https//t.co/WnVLehMkke
211,keir starmer,1597643772124401665,-87.0,"Another day, another Daily Mail splash on Keir Starmer's ""class war"" attack on private schools.  Ignoring the fact tha…"
212,keir starmer,1597643739887173633,-30.0,B@Q stocked a home turbine around 10 years ago then they disappeared.. presume oil lobbying which did the same for the bl…
213,keir starmer,1597643730047025152,13.0,He says that because he’s a good strategist….to say otherwise electoral mistake.
214,keir starmer,1597643717392838656,42.0,🥀 The absolute state of Labour's  defending Keir Starmer's broken promises on Brexit and free movement.  Labou…
215,keir starmer,1597643667950301184,-15.0,Keir Starmer's asking Labour voters to vote for Tory policies on complete faith that he's lying about them.  Now that's a…
216,keir starmer,1597643584190103552,-68.0,At the next UK general election voters will be offered a choice between the fast train to hell (the Tories) and the slow t…
217,keir starmer,1597643567580999682,38.0,"God, if I’m told once more to trust a Labour leader who’s saying all the wrong things, because secretly he’s on the right…"
218,keir starmer,1597643566624690176,0.0,It almost feels at the moment that Rishi Sunak was installed to undertake a handover to Keir Starmer at the next election.…
219,keir starmer,1597643565265453059,0.0,Starmer is leading a slow march towards a softer Brexit — he just won’t say it out loud https//t.co/ektcdm7HcA
220,keir starmer,1597643558328356864,-15.0,Will the Brexiteers ever admit leaving was a massive mistake which is crippling the British economy.               https//t.co/j1mI8XS4qF
221,keir starmer,1597643480461082624,89.0,It’s so blatant. Lol. The right wing media represent the super rich - not even the middle class. If only  @…
222,keir starmer,1597643473712476160,95.0,😂😂😂😂😂😂- you must be thick not to realise that  is as Tory as u r
223,keir starmer,1597643445455454209,-87.0,"Another day, another Daily Mail splash on Keir Starmer's ""class war"" attack on private schools.  Ignoring the fact tha…"
224,keir starmer,1597643437184278528,-55.0,Labour ideas below   But don’t dare disagree with them !  Reported would he speak to a #Muslim cleric like that ?  I suspect not !     ⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️ https//t.co/bmpEd6G4u9 https//t.co/BAHJW7bVxp
225,keir starmer,1597643424018345985,32.0,"Who is your favourite  leader,  or ?  Please  after voting"
226,keir starmer,1597643415113850882,0.0,Why have you not responded to Apsana Begum?
227,keir starmer,1597643405038825472,30.0,"“Ukrainian First Lady, Olena Zelenska urged the UK to become a leader in helping Ukraine achieve “justice” against Russia as she addressed an audience of MPs and peers that included Boris Johnson and Sir Keir Starmer.” https//t.co/ZjcpfeEG72 via"
228,keir starmer,1597643393114734593,0.0,I found a picture of  &amp;  https//t.co/i74RfpuHIl
229,keir starmer,1597643339251482624,-30.0,No you didn’t.
230,keir starmer,1597643267692441600,0.0,"""Starmer is leading a slow march towards a softer Brexit — he just won’t say it out loud"" |   https//t.co/zQr9…"
231,keir starmer,1597643214621900807,0.0,"Keir Starmer was educated at a voluntary aided, selective Grammar school, as did many Labour MPs and their chi…"
232,keir starmer,1597643189212831745,5.0,"Refuse to pay for the air he’d be trying to sell me. He’d get me out of their because I’m a socialist who can differentiate between an apartheid state and a religion, then when the cable breaks I could watch him race to the bottom like all neoliberals seem to want to do."
233,keir starmer,1597643148053778432,62.0,I'm excited to say I've become a member of the Labour Party. I joined because I believe Keir Starmer will be one of the bes…
234,keir starmer,1597643124377255937,17.0,Very strange reply 😅
235,keir starmer,1597643121562910720,-94.0,"There is no one more dishonest, more racist, more hateful in British public life than Keir Starmer. And when you think about…"
236,keir starmer,1597643113681784832,0.0,"""Starmer is leading a slow march towards a softer Brexit — he just won’t say it out loud"" |   https//t.co/zQr9NwTUFA"
237,keir starmer,1597643058342162434,-30.0,Stop peddling neoliberal shite
238,keir starmer,1597642967577415681,0.0,#Starmer is leading a slow march towards a softer #Brexit — he just won’t say it out loud https//t.co/cBi5rMMJsT
239,keir starmer,1597642893212422144,-74.0,"Keir Starmer is a man so desperate to sit on the fence, he has failed to realise he has impaled himself.  Me for …"
240,keir starmer,1597642876519079937,-73.0,.   I am utterly disgusted and increasingly embarrassed to be a member of    If this is the way…
241,keir starmer,1597642872249282561,-40.0,If he campaigns on FOM then he will lose the next election. Needs time.
242,keir starmer,1597642849272532993,-20.0,I get that. But we won't be worse off . No matter how awful Starmer…
243,keir starmer,1597642798911873025,-6.0,Don't want the Tories out then ?
244,keir starmer,1597642797355499521,42.0,"The circle is closed, the Bruges Group (and Blue Labour) like the cut of the jib of Claire Ainsley, the Hard #Brexit true believer who has been Sir Keir Starmer KC's chief policy adviser since he appointed her on his becoming Labour leader ...  https//t.co/eZlI7qaStG"
245,keir starmer,1597642745698750464,-25.0,"He loves a bit of terrorist. Oh, did the Mail spin this? No, Corbyn said it https//t.co/V3hj9WKOX6"
246,keir starmer,1597642736055726080,-23.0,I think he's become the politician that most of us detest. More faces than a station clock. No principles or rather they change according to who he's speaking to and the number of votes they represent. Sold out..
247,keir starmer,1597642721946406912,-48.0,Why has Labour MP Nick Brown been suspended  ? DAY 83.
248,keir starmer,1597642650496434177,38.0,"God, if I’m told once more to trust a Labour leader who’s saying all the wrong things, because secretly he’s on the right…"
249,keir starmer,1597642618120605696,-64.0,Mither him to death!
250,keir starmer,1597642557521276928,56.0,Mariah Black is fantastic
251,keir starmer,1597642528626716672,-62.0,Speaking of violence against women and children... https//t.co/0DdoJKCwvL
252,keir starmer,1597642513342693377,-83.0,And sadly how long can the British left ? I day this as a Labour Party Branch Secretary I get you dont want to fight the next election on Brexit but to keep ruling out no return to single market is stupid &amp; just doesnt need to be said - public opinion will demand it
253,keir starmer,1597642482883629056,26.0,David Miliband didn't deny that he might return to British politics before the next general election. His common sense and lead…
254,keir starmer,1597642475560402944,70.0,"He gets it. And given ’s respect for Blair, hopefully this will get him to listen."
255,keir starmer,1597642468832731138,0.0,You watched this? https//t.co/nxpPcn2v1Z
256,keir starmer,1597642460125356033,0.0,"George Galloway ‘blowing the gaff’ on Sir Kier Starmer , and the main political p…"
257,keir starmer,1597642443457187841,0.0,"Starmer's Brexit stance is unfathomable. It's wrong and It's absurd. Who is he trying to woo, Brexiteer Tories? He should be of…"
258,keir starmer,1597642430303862784,-69.0,"The public now believes that the UK was wrong to leave the EU – but the Conservatives and Labour are ignoring them, write…"
259,keir starmer,1597642410108268544,0.0,25 years for diminished responsibility manslaughter.
260,keir starmer,1597642403787476992,46.0,Keir Starmer with Piers Morgan at the Sun awards dinner last week. https//t.co/VDVL6u67Dz
261,keir starmer,1597642343733395456,0.0,It almost feels at the moment that Rishi Sunak was installed to undertake a handover to Keir Starmer at the next election.…
262,keir starmer,1597642319834275840,-94.0,"There is no one more dishonest, more racist, more hateful in British public life than Keir Starmer. And when you think about…"
263,keir starmer,1597642317066035202,0.0,"George Galloway ‘blowing the gaff’ on Sir Kier Starmer , and the main political p…"
264,keir starmer,1597642224447426561,28.0,"Thank you for posting that  I am not sure why  felt the need to say something so hurtful and factually incorrect without a checking the facts online first.  But yes, we are an official registered non-profit org."
265,keir starmer,1597642181682290688,0.0,"Oh, I know that.…"
266,keir starmer,1597642175424368640,-36.0,I doubt you'll g…
267,keir starmer,1597642121603076096,5.0,He doing a Tory U Turn  I am a Remainer  So disappointed with his comments  May have to vote for the Liberals   What did Keir Starmer say about Brexit? Labour leader’s comments on freedom of movement and immigration https//t.co/83EuJ7bfe0  Download Now https//t.co/TbCxikMn8S
268,keir starmer,1597642110890815488,27.0,"So  - is it OK with you for your MPs to call people names on social media? Granted the *cleric* IS a hate-filled muppet, but nevertheless is that acceptable? You want to watch Christian - he'll alienate the racist gammon vote you're working so hard to attract..."
269,keir starmer,1597642102468644864,30.0,"On the International Day of Solidarity with the Palestinian People, who do you stand with ? Let me guess, like…"
270,keir starmer,1597642097758457857,32.0,"Who is your favourite  leader,  or ?  Please  after voting"
271,keir starmer,1597642071786913793,-25.0,If you were stuck in a lift with  for 3 hours what would you do?
272,keir starmer,1597642054980767744,88.0,"So calling it the ‘bigger problem’ may be technically justified by a small margin, but the figures you have quoted back at me only serve to underline what I’m saying. I’m not looking to deny women support (no one is!) or be an arse about it - but my original points remain"
273,keir starmer,1597642019048128512,-15.0,Keir Starmer's asking Labour voters to vote for Tory policies on complete faith that he's lying about them.  Now that's a…
274,keir starmer,1597641984831025152,-65.0,Shame you missed the Saville case tho eh?
275,keir starmer,1597641908578549760,0.0,Fart
276,keir starmer,1597641862504153089,-20.0,"Keir Starmer’s broken promises are a serious problem for the Labour Party, much more than his advisers seem to understand…"
277,keir starmer,1597641808083030016,49.0,Hope not 😳 I’ve neighbours who children go to my school. I live on a local authority estate btw . .
278,keir starmer,1597641795714035712,0.0,"Starmer's Brexit stance is unfathomable. It's wrong and It's absurd. Who is he trying to woo, Brexiteer Tories? He should be of…"
279,keir starmer,1597641772498550786,0.0,"""Brexit isn’t working.  ""You know it, I know it, and so do a third of Leavers, according to recent polling. Yet still t…"
280,keir starmer,1597641753045057537,-69.0,"The public now believes that the UK was wrong to leave the EU – but the Conservatives and Labour are ignoring them, write…"
281,keir starmer,1597641727514677250,18.0,I think you are wrong. Starmer is playing the clever game to go back into the EU when the time is right.
282,keir starmer,1597641724285054979,-42.0,The Tories have left us broke that's what
283,keir starmer,1597641686611415041,0.0,It’s a wonder you won’t speak up for the #forgotten500k. #immunocompromised wh…
284,keir starmer,1597641644576100352,-20.0,No grinding to a halt in my house; footy lost its charm when kneeling became more fashionable than scoring goals.
285,keir starmer,1597641623181328386,-68.0,Labour's tax plan 'would raise private school fees and risk 200 closures'.  Sir  will destroy Britain with h…
286,keir starmer,1597641587890458624,0.0,#r4today #BBCBreakfast #GMB #JeremyVine #PoliticsLive   😳 A staggering decline in trade with Germany s…
287,keir starmer,1597641571402682368,8.0,"Yes, Keir...88% of those who voted Labour in 2019 think leaving the EU was a mistake. So why aren't you taking any notice of th…"
288,keir starmer,1597641548237131777,54.0,"There's something distinctly weird about members of a party that spawned paedophiles like Leon Brittan, Peter Morrison, Keith…"
289,keir starmer,1597641521469087744,-90.0,"Two words...  Apsana  Begum  You lying, disingenuous, racist, empty-suit, shit-quiffed fraud"
290,keir starmer,1597641512543997952,0.0,"Starmer's Brexit stance is unfathomable. It's wrong and It's absurd. Who is he trying to woo, Brexiteer Tories? He should be of…"
291,keir starmer,1597641510073532417,32.0,"Lmfao, what desperate lies 😂  The fact that you think ""striver"" families send their kids to private schools (or even that private education should exist at all) says a lot about you."
292,keir starmer,1597641498522456064,-44.0,"Codswallop. #FordeReport + #LabourFiles demonstrate you don't give a monkey's chuff re victims. Especially when *victims* are inconvenient to your own political gain with apartheid, corporate, Bilderberg &amp; WEF sponsors."
293,keir starmer,1597641443660570624,-13.0,…. And thin edge of wedge   campaigned for Jezzbullah to be PM and abolishing private schools was on the agenda…..  Political left is about dumbing everything down not aspiring to bring everything up
294,keir starmer,1597641415181598720,32.0,"Who is your favourite  leader,  or ?  Please  after voting"
295,keir starmer,1597641364212092928,-3.0,I get that the Daily Mail hates the Labour Party but I don't get why the paper has picked private schools as the hill to d…
296,keir starmer,1597641339856093184,0.0,"LOTO housekeeping am told Ravi Athwal, Keir Starmer's head of economic policy, is replacing Claire Ainsley as author…"
297,keir starmer,1597641334952988673,-23.0,The justice system that you were apart of. How many rapists and pedosdid you let off? https//t.co/kEs5AAgfD8
298,keir starmer,1597641323560898561,-15.0,Keir Starmer's asking Labour voters to vote for Tory policies on complete faith that he's lying about them.  Now that's a…
299,keir starmer,1597641314216333312,-48.0,Why has Labour MP Nick Brown been suspended  ? DAY 83.
300,keir starmer,1597641281655562241,0.0,Deluded bollox from the Grauniad 🙄https//t.co/v9LCgN3BTC
301,keir starmer,1597641200403902466,-90.0,"No you did not. You refused to prosecute the Met for the murder of Menezes and Tomlinson. You refused to call for your mate Dick to resign as Met Chief despite Everard murder, policing of the vigil &amp; countless other acts of sexual violence/abuse of women by Officers. Hypocrite"
302,keir starmer,1597641153008267269,20.0,Really or is it a policy about setting an even playing field for everybody
303,keir starmer,1597641137459974144,89.0,Your heart sinks - maybe because you -believe- he is a great tactician and -think- he will make labour electable you are not being -realistic - not being - realistic- never fails to catch us out
304,keir starmer,1597641072402124811,54.0,He’s playing the smart game
305,keir starmer,1597641038381780994,-65.0,Then why does popular culture only acknowledge VAWG? Why ignore female violence against men? What resources are there for men?
306,keir starmer,1597641038050758656,-71.0,"It angers me that Labour councils have declared war on people travelling to and from work to support their families. They even justify charging more than the living hourly wage, to travel across their own city which they pay to live in. All hot air from Liebour"
307,keir starmer,1597641027665657857,0.0,Does he know where Nick Brown is? https//t.co/HcRxhBzyaa
308,keir starmer,1597640999647744000,69.0,Hello &amp; hope everyone’s having a nice Tuesday. It’s been really foggy here all day.    seems emboldened to…
309,keir starmer,1597640973001048065,-51.0,"Those of us who have endured 3 failed versions of Brexit already – under May, Johnson &amp; Truss – are still being asked to s…"
310,keir starmer,1597640955137433600,-48.0,Why has Labour MP Nick Brown been suspended  ? DAY 83.
311,keir starmer,1597640846643720193,-73.0,.   I am utterly disgusted and increasingly embarrassed to be a member of    If this is the way…
312,keir starmer,1597640822945591297,-32.0,ruining this union! And you'll also  if not sensible and consider options. https//t.co/ePBL3pYfJ2
313,keir starmer,1597640811772248065,85.0,"An authoritarian Labour Leadership. It's not for Sir Keir Starmer to dictate Labour policy. A party's made up of members, entitled to some input, majority in favour of return of freedom of movement and closer relationship with the E.U. 🇪🇺 #LabourParty. https//t.co/btEUhclkFD"
314,keir starmer,1597640740934668293,-87.0,"Another day, another Daily Mail splash on Keir Starmer's ""class war"" attack on private schools.  Ignoring the fact tha…"
315,keir starmer,1597640733221355520,40.0,"Hopefully he does and  appoints him as Foreign Secretary. Reeves, Cooper, and Miliband would…"
316,keir starmer,1597640667299446785,-25.0,If you were stuck in a lift with  for 3 hours what would you do?
317,keir starmer,1597640650153136128,0.0,"Keir Starmer conveniently ""forgets"" he went to a fee paying school. But when Daddy owns Oxted Tools money is hardly an issue.."
318,keir starmer,1597640628674134016,0.0,It almost feels at the moment that Rishi Sunak was installed to undertake a handover to Keir Starmer at the next election.…
319,keir starmer,1597640605232164866,32.0,"Who is your favourite  leader,  or ?  Please  after voting"
320,keir starmer,1597640573015687169,-51.0,"Those of us who have endured 3 failed versions of Brexit already – under May, Johnson &amp; Truss – are still being asked to s…"
321,keir starmer,1597640526198870016,-3.0,Contacting her offering support and also making sure he publicly condemns those within the Labour party victimising her. He is in charge after all
322,keir starmer,1597640448746455041,-8.0,"'cos they think he only lies to the stupid people and not them, they are the smart people 🤣"
323,keir starmer,1597640401170894849,0.0,Tories are in a state of denial that is both political and psychological. That UK is subjected to this cycle…
324,keir starmer,1597640391737896962,92.0,So proud you must be 🤣🤣🤣
325,keir starmer,1597640366140067840,91.0,"Dear    If you are not in opposition of Brexit, therefore supporting the need to facilitate something that is detrimental to the benefit of the UK, what is the point of the party ?  As a supporter I can't vote for you. You have become pointless."
326,keir starmer,1597640297634500608,-80.0,Yet you silently support violence against women and girls in occupied Palestine. The new recognised terrorist led government calls the Palestinians animals. Watch and see who the real animals and monster are https//t.co/NxnmYaAs8d
327,keir starmer,1597640295054987264,-62.0,Fatalism doesn't get much more miserable than this.  Starmer is leading a slow march towards a softer Brexit — he just won…
328,keir starmer,1597640174066085889,0.0,"Starmer's Brexit stance is unfathomable. It's wrong and It's absurd. Who is he trying to woo, Brexiteer Tories? He should be of…"
329,keir starmer,1597640106386817026,34.0,By 'excellent tactician' do you mean bare-faced liar who will say anything to get elected by any chance?
330,keir starmer,1597640050531241984,-48.0,This is how sad you are…
331,keir starmer,1597640047318429698,54.0,"I mean, how big do you want the figure to be before you come to your senses?  Labour supporters want you to UNDO BREXIT, not em…"
332,keir starmer,1597640030142726145,24.0,"Despite the excellent Conference motion re the EU, which was supposed to set policy, LibDem leaders seem content to follow the Labour Party agenda for their statements. They rarely mention the problems caused by brexit."
333,keir starmer,1597639981832589314,0.0,It almost feels at the moment that Rishi Sunak was installed to undertake a handover to Keir Starmer at the next election.…
334,keir starmer,1597639970621370369,-69.0,Kill myself.
335,keir starmer,1597639884067713024,26.0,David Miliband didn't deny that he might return to British politics before the next general election. His common sense and lead…
336,keir starmer,1597639878782902274,-61.0,When you've betrayed everyone. When you believe in nothing. When you've sold your soul. When everything you do is someo…
337,keir starmer,1597639860080488449,-53.0,You're a disgusting hypocrite https//t.co/lPQzTE2pdJ
338,keir starmer,1597639842355351552,64.0,Spot on.  Lots of hardworking parents have sacrificed to put their kids through private school.  Now labour because of their political ideology wants to take away freedom of choice
339,keir starmer,1597639820599517184,0.0,Go shove your toxic divisive bilge where the sun doesn't shine. Why shouldn't private school fees be subject to VAT?
340,keir starmer,1597639819131523073,-79.0,Keir Starmer ''12 years of Tory failure followed by 12 weeks of Tory chaos'' #PMQs https//t.co/JiPIdJxX9g
341,keir starmer,1597639816094457856,-92.0,"TODAY UNDER  UNDERMINING DEMOCRACY, ARE YOU GOING TO OWN UP TO YOUR DECEIT ????? Part 1 👇 The Purge https//t.co/EMfOQMoXJJ Part 2 👇 The Crisis https//t.co/j27QN2bRzx Part 3 👇The Heirarchy https//t.co/ZkcrL92jXh Part 4 👇 The Spying Game https//t.co/ZWRd2frkbW https//t.co/btlDBkXvhV https//t.co/gyOuk3utq9"
342,keir starmer,1597639790266310656,78.0,Starmer ' ruling out freedom of movement while also talking..about a stronger trading relationship with the EU and reducin…
343,keir starmer,1597639764651302912,-87.0,"Another day, another Daily Mail splash on Keir Starmer's ""class war"" attack on private schools.  Ignoring the fact tha…"
344,keir starmer,1597639750617559045,0.0,"Starmer's Brexit stance is unfathomable. It's wrong and It's absurd. Who is he trying to woo, Brexiteer Tories? He should be of…"
345,keir starmer,1597639744347082756,10.0,"Who knows, he broke his pledges, honesty isn’t very high on his list of personal priorities."
346,keir starmer,1597639713128873984,-69.0,"The public now believes that the UK was wrong to leave the EU – but the Conservatives and Labour are ignoring them, write…"
347,keir starmer,1597639666928263168,0.0,"I propose we email Keir Starmer to let him know OUR views on FoM, SM, CU, Brexit in general. W…"
348,keir starmer,1597639666362028032,0.0,"Starmer's Brexit stance is unfathomable. It's wrong and It's absurd. Who is he trying to woo, Brexiteer Tories? He should be of…"
349,keir starmer,1597639639644282881,-87.0,"Another day, another Daily Mail splash on Keir Starmer's ""class war"" attack on private schools.  Ignoring the fact tha…"
350,keir starmer,1597639607734390784,37.0,"As an ex Labour, left winger I like the idea of not relying on immigration for growth and of building up manufacturing but Starmer then makes it impossible to happen by sticking to balanced budgets. He's openly untrustworthy."
351,keir starmer,1597639607109419008,-38.0,Will the poor dears have to sell their Steinbach piano's? 😬 https//t.co/ItGMmvwy4O
352,keir starmer,1597639604689317888,0.0,"George Galloway ‘blowing the gaff’ on Sir Kier Starmer , and the main political parties…….  https//t.co/IWInrfYDaX"
353,keir starmer,1597639568341499904,30.0,"Tomorrow is the International Day Of Solidarity With The Palestinian People. Two years ago, Keir Starmer and Angela Rayner ma…"
354,keir starmer,1597639535361331202,-46.0,"Under the move, around 90,000 pupils could be forced to switch to state school as parents would be priced out of paying for privat…"
355,keir starmer,1597639526901747713,15.0,With respect you're mistaken.  Starmer has always been pro EU and that hasn't changed. What's changed is that to beat the Tories he has to close down the brexit debate and that's simply what he's doing. Anyway to undo brexit is at least a 20 year project. https//t.co/CGVsjgRDrD
356,keir starmer,1597639521918943233,0.0,Are you listening ? Rejoining the single market is key. The fact that Labour is choosing to bur…
357,keir starmer,1597639505678585857,85.0,"Dear Sir Starmer, where does the Labour Party stand, with the Postmen and Postwomen whose jobs are at risk? Or with asset stripping billionaires? Yours, Craig, a proud and concerned Postie #Keir_Starmer #StandByYourPost #CWU"
358,keir starmer,1597639483830435840,-83.0,The excluded self-employed taxpayers are facing real pressure after receiving NO financial support during pandemic and livi…
359,keir starmer,1597639461042388992,34.0,At present we can't predict what'll happen next month however I would think it certainly will because it's pure common sense
360,keir starmer,1597639439949660161,-51.0,The first word that comes to my mind when I think of  is liar.  if that is the first word that comes to you…
361,keir starmer,1597639433540743169,-93.0,The excluded self-employed taxpayers are facing real pressure after receiving NO financial support during pandemic and living with huge cost of living crisis  This is a Scandal brought on by SUNAK'S  deliberate policy of discrimination     https//t.co/SfX8lQhQ1L
362,keir starmer,1597639428448526336,60.0,Do you super the hyper factional Keir Starmer?
363,keir starmer,1597639410719559680,-72.0,&amp;  idea is to drag all schools down to the level of the worst levels of education possi…
364,keir starmer,1597639400976158721,-8.0,"Similar with #Brexit ... Many voted just for one thing ... Must have been a hell of a shock to many when they found out #BrexitIsntWorking was ""Choose One .... Get fifty other bonuses free"" ...."
365,keir starmer,1597639372169695232,32.0,Starmer is leading a slow march towards a softer #Brexit — he just won’t say it out loud.  The UK people will want a vote on a 2nd referendum and the chance to #RejoinEU.  #ToriesOut145  #SunakOut35 #GeneralElectionNow   https//t.co/AOs86XqqO0
366,keir starmer,1597639371536347136,0.0,It almost feels at the moment that Rishi Sunak was installed to undertake a handover to Keir Starmer at the next election.…
367,keir starmer,1597639364468953088,-49.0,Is this hatred towards other peoples views acceptable ! https//t.co/Kj2vna3sdz
368,keir starmer,1597639321162768389,-3.0,I get that the Daily Mail hates the Labour Party but I don't get why the paper has picked private schools as the hill to d…
369,keir starmer,1597639312023367685,38.0,Keir Starmer promises to end ‘short-term fix’ of foreign workers | Labour | The Guardian https//t.co/1g6kIUFGFA
370,keir starmer,1597639310047514624,0.0,Rotherham anybody🤔Now who along with Jimmy Saville has a connection to those two events.
371,keir starmer,1597639308714082305,-68.0,Loves a racist APAHIED murdering country called Israel https//t.co/elpnLPQoHf
372,keir starmer,1597639288866283520,-69.0,"The public now believes that the UK was wrong to leave the EU – but the Conservatives and Labour are ignoring them, write…"
373,keir starmer,1597639232637788161,0.0,"Starmer's Brexit stance is unfathomable. It's wrong and It's absurd. Who is he trying to woo, Brexiteer Tories? He should be of…"
374,keir starmer,1597639168225841152,-48.0,Why has Labour MP Nick Brown been suspended  ? DAY 83.
375,keir starmer,1597639086055260162,0.0,Have you decided what a woman is yet
376,keir starmer,1597639022284791813,65.0,"The Social Media Choir of the Cult of Starmer is in the studio right now recording, ""Sir Keir's Playing A #Brexit Long Game!""  They hope it will be their Christmas Number One from this year until 2029.  #BBCPM   https//t.co/WhXxeIA05x"
377,keir starmer,1597639007625617413,-25.0,It stinks of backhanded sleaze and corruption.  Public Enquiry MUST BE UNDEAKEN     https//t.co/o3b5mblcEq https//t.co/HTvK6pZddl
378,keir starmer,1597639006275375106,-95.0,"Most violence is men on men... Why not even mention it? Pandering to the ""safety"" female vote when that's all we've heard since we had an atrocious and appalling rape and murder from a policeman who got thru the checks n balances.  Waiting for a party to talk man on man violence."
379,keir starmer,1597638913577070593,36.0,"When he was running to be leader in 2020  promised the next Lab govt would renationalise Royal Mail, &amp; las…"
380,keir starmer,1597638903347163138,0.0,"Starmer's Brexit stance is unfathomable. It's wrong and It's absurd. Who is he trying to woo, Brexiteer Tories? He should be of…"
381,keir starmer,1597638891091148802,51.0,Keir Starmer rules out return of free movement between Britain and EU | Brexit | The Guardian https//t.co/GKarGa034T
382,keir starmer,1597638860233920514,-84.0,Hope you’re proud of the 100 support that you give to the monsters who kill every day. Now isrel has a recognised terrorist govt this will get worse for Palestinians. Shame on you https//t.co/7zLhloW3d3
383,keir starmer,1597638843460526080,0.0,Your Labour government will contain MPs that disclude a section of women.
