,gender,locality,ethnicity,religion,q1,q2b,q4,q2,q3,q8,q9,resp_id
3852,Male,Suburban,White European,,Aerobics,Irregularly,Yes,Base jumping;Kite boarding;,Football;Hockey stick;,Mid-morning snacking;Dinner;,To buy something for myself;To buy something for somebody else;,3852
3853,Male,CBD (central business district),White European,,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Snowboarding;,Hockey stick;,Dinner;,To check prices;,3853
3854,Female,Remote,White European,Church of England/Anglican/Episcopal,Lifting weights,Never,No,,Basketball;Football;Hockey stick;Surfboard;,,Not applicable - I won't ever go to a sporting goods store;,3854
3855,Male,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;,Basketball;Football;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,3855
3856,Female,Suburban,White European,,Lifting weights,,Yes,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3856
3857,Female,CBD (central business district),White European,,Football (soccer),Irregularly,Yes,,Basketball;Football;,,To buy something for myself;,3857
3858,Male,Urban,White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,3858
3859,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,Yes,,Football;Hockey stick;Climbing gear;,,To buy something for myself;To ask the staff for sporting advice;To check prices;,3859
3860,Female,Urban,Any other white background,None,I regularly change my fitness activity,,No,,Hockey stick;,Breakfast;,Don't know;,3860
3861,Female,Remote,White European,Methodist,Lifting weights,Irregularly,Yes,,Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3861
3862,Female,CBD (central business district),White European,,Aerobics,Never,No,Parachuting;,Basketball;Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,3862
3863,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Base jumping;Mountain biking;Snowboarding;,Basketball;Football;Hockey stick;,,To buy something for myself;,3863
3864,Male,Suburban,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,Dinner;,Not applicable - I won't ever go to a sporting goods store;,3864
3865,Female,Urban,Any other Asian background,Roman Catholic,Aerobics,Irregularly,Yes,Mountain biking;,Hockey stick;Surfboard;,Dinner;,To buy something for myself;,3865
3866,Male,CBD (central business district),White European,,Lifting weights,Irregularly,Yes,,Basketball;Hockey stick;Parachute;,Breakfast;,To buy something for myself;To buy something for somebody else;,3866
3867,Female,Suburban,Other ethnic group,,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Kite boarding;,Basketball;Football;Hockey stick;Surfboard;Climbing gear;Swimming goggles;,,To buy something for myself;To buy something for somebody else;,3867
3868,Male,Remote,White European,Church of England/Anglican/Episcopal,Swimming,Irregularly,No,,Basketball;Hockey stick;,Dinner;,Don't know;,3868
3869,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Running/jogging,Irregularly,No,,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,3869
3870,Female,Remote,White European,None,Aerobics,Irregularly,No,Mountain biking;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3870
3871,Female,Urban,White European,Church of England/Anglican/Episcopal,Lifting weights,Regularly,No,,Football;Hockey stick;,Dinner;,To buy something for myself;To buy something for somebody else;,3871
3872,Female,Suburban,White European,,Lifting weights,,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3872
3873,Male,Suburban,White European,,Other,Irregularly,No,,Football;Hockey stick;,Dinner;,To buy something for myself;,3873
3874,Male,Suburban,White European,,Aerobics,,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Parachuting;,Basketball;Football;Hockey stick;,Dinner;,Don't know;,3874
3875,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Hockey stick;,,Don't know;,3875
3876,Female,CBD (central business district),White European,,Football (soccer),Irregularly,No,,Basketball;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,3876
3877,Male,CBD (central business district),White European,,Lifting weights,Irregularly,Yes,,Football;Hockey stick;,,To buy something for somebody else;,3877
3878,Male,Urban,White European,None,Lifting weights,Irregularly,No,,9Parachute;,Dinner;,Not applicable - I won't ever go to a sporting goods store;,3878
3879,Female,CBD (central business district),White European,,I regularly change my fitness activity,Irregularly,No,,Basketball;Football;Hockey stick;,Breakfast;Mid-afternoon snacking;Dinner;,To buy something for myself;To check prices;,3879
3880,Female,CBD (central business district),White European,,Lifting weights,Never,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3880
3881,Female,Suburban,White European,,Aerobics,Irregularly,Yes,Mountain biking;,Basketball;Football;Parachute;,,To buy something for myself;To ask the staff for sporting advice;To check prices;,3881
3882,Male,CBD (central business district),White European,None,Aerobics,,No,Sky diving;Base jumping;,Basketball;,,To buy something for myself;,3882
3883,Male,CBD (central business district),White European,,Swimming,Irregularly,Yes,,Basketball;Football;Parachute;,Dinner;,Not applicable - I won't ever go to a sporting goods store;,3883
3884,Female,Remote,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Other;,Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,3884
3885,Male,CBD (central business district),White European,Other,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To ask the staff for sporting advice;To check prices;,3885
3886,Male,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Sky diving;,Basketball;Football;Hockey stick;Surfboard;,,To buy something for somebody else;,3886
3887,Male,CBD (central business district),White European,None,Aerobics,Irregularly,No,Base jumping;,Basketball;Football;Hockey stick;,,To buy something for myself;To check prices;,3887
3888,Female,Remote,White European,Roman Catholic,Aerobics,Irregularly,No,Sky diving;,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To check prices;,3888
3889,Male,Urban,White European,,Yoga,Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To buy something for somebody else;,3889
3890,Female,CBD (central business district),White European,,Aerobics,Irregularly,No,Other;,Basketball;Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,3890
3891,Female,Remote,White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,No,,Football;Hockey stick;Parachute;,,To buy something for myself;,3891
3892,Female,Rural,White European,Church of England/Anglican/Episcopal,Running/jogging,,No,,Basketball;Football;Hockey stick;,,Don't know;,3892
3893,Male,CBD (central business district),White European,,Football (soccer),Irregularly,No,,Football;Hockey stick;,Mid-afternoon snacking;Dinner;,Not applicable - I won't ever go to a sporting goods store;,3893
3894,Male,Rural,White European,,Pilates,Regularly,No,,Hockey stick;,,To buy something for myself;,3894
3895,Male,,White European,Other,Lifting weights,Irregularly,No,,Basketball;Hockey stick;,Mid-afternoon snacking;,Other;,3895
3896,Female,Remote,White European,Roman Catholic,Lifting weights,Irregularly,No,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3896
3897,Female,Suburban,White European,None,Lifting weights,Never,Yes,,Basketball;Football;Hockey stick;Bicycle;,Mid-afternoon snacking;,To buy something for myself;,3897
3898,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Swimming,Irregularly,Yes,,Basketball;Football;Parachute;,Mid-afternoon snacking;,Not applicable - I won't ever go to a sporting goods store;,3898
3899,Male,Suburban,White European,None,Aerobics,Irregularly,No,Base jumping;Mountain biking;Snowboarding;,Basketball;Football;,,Not applicable - I won't ever go to a sporting goods store;,3899
3900,Male,CBD (central business district),White European,,Aerobics,Irregularly,Yes,Mountain biking;Kite boarding;,Basketball;Hockey stick;Surfboard;Parachute;,,To buy something for myself;,3900
3901,Female,CBD (central business district),White European,,Running/jogging,Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;,3901
3902,Female,Urban,White European,Church of England/Anglican/Episcopal,Swimming,Irregularly,No,,Basketball;Football;,,Not applicable - I won't ever go to a sporting goods store;,3902
3903,Male,Remote,White European,,Aerobics,Irregularly,Yes,Other;,Hockey stick;,,To check prices;,3903
3904,Female,CBD (central business district),White European,Roman Catholic,Lifting weights,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3904
3905,Male,Suburban,White European,,Aerobics,Irregularly,No,Other;,Basketball;Football;Hockey stick;,Dinner;,Not applicable - I won't ever go to a sporting goods store;,3905
3906,Female,Rural,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Kite boarding;,Basketball;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,3906
3907,Male,CBD (central business district),White European,,Aerobics,Irregularly,No,Base jumping;,Basketball;Football;Hockey stick;Parachute;,Mid-afternoon snacking;,Don't know;,3907
3908,Male,CBD (central business district),White European,,Lifting weights,,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3908
3909,Female,Urban,White European,None,Aerobics,Regularly,Yes,Sky diving;Base jumping;Mountain biking;,Hockey stick;Parachute;,,Don't know;,3909
3910,Female,CBD (central business district),White European,,Aerobics,Irregularly,No,Mountain biking;,Basketball;Football;Hockey stick;Surfboard;,,Not applicable - I won't ever go to a sporting goods store;,3910
3911,Female,Remote,White European,Presbyterian/Church of Scotland,Swimming,Irregularly,No,,Basketball;Football;Hockey stick;,Breakfast;Mid-afternoon snacking;Dinner;,Not applicable - I won't ever go to a sporting goods store;,3911
3912,Female,Rural,White European,,Lifting weights,Irregularly,No,,Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,3912
3913,Male,CBD (central business district),White European,Methodist,Aerobics,Irregularly,No,Base jumping;Mountain biking;,Football;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,3913
3914,Male,CBD (central business district),White European,Jewish,Football (soccer),Irregularly,No,,Basketball;Hockey stick;,Dinner;,To check prices;Other;,3914
3915,Male,,White European,Church of England/Anglican/Episcopal,Pilates,Irregularly,Yes,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3915
3916,Female,Suburban,White European,None,Aerobics,,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Parachuting;,Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3916
3917,Female,CBD (central business district),White European,,Aerobics,Irregularly,Yes,Sky diving;Kite boarding;,Basketball;Football;Hockey stick;Surfboard;,,To buy something for myself;To buy something for somebody else;To check prices;,3917
3918,Female,CBD (central business district),Any other white background,,Not applicable - I don't exercise,,No,,Basketball;Hockey stick;,Breakfast;Mid-morning snacking;Dinner;,Not applicable - I won't ever go to a sporting goods store;,3918
3919,Female,Urban,White European,,Lifting weights,Irregularly,No,,Football;,,Not applicable - I won't ever go to a sporting goods store;,3919
3920,Male,CBD (central business district),White and Black African,,Lifting weights,Never,Yes,,Hockey stick;,,To buy something for somebody else;,3920
3921,Female,Remote,White European,,Aerobics,Irregularly,No,Sky diving;Base jumping;,Basketball;Hockey stick;,Mid-morning snacking;,Don't know;,3921
3922,Female,Suburban,White European,,Football (soccer),,No,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3922
3923,Male,Urban,White European,Presbyterian/Church of Scotland,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;,Breakfast;Dinner;,To buy something for myself;To buy something for somebody else;,3923
3924,Female,CBD (central business district),White European,,Yoga,Irregularly,No,,Basketball;Football;Hockey stick;Surfboard;,,To buy something for myself;,3924
3925,Female,Urban,White European,Methodist,Aerobics,Irregularly,No,Other;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3925
3926,Female,CBD (central business district),,,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Snowboarding;Parachuting;,Football;Hockey stick;,,To buy something for myself;To check prices;,3926
3927,Male,Urban,White European,,Basketball,Regularly,Yes,,Basketball;Football;Hockey stick;,,To check prices;,3927
3928,Female,CBD (central business district),White European,Presbyterian/Church of Scotland,Lifting weights,Irregularly,No,,Basketball;Hockey stick;,Breakfast;Mid-morning snacking;Mid-afternoon snacking;Dinner;,Not applicable - I won't ever go to a sporting goods store;,3928
3929,Female,CBD (central business district),White European,Roman Catholic,Swimming,Irregularly,No,,Football;Hockey stick;,Dinner;,Not applicable - I won't ever go to a sporting goods store;,3929
3930,Female,Urban,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;,,Don't know;,3930
3931,Male,Urban,White European,,Football (soccer),Regularly,Yes,,Basketball;Football;Hockey stick;Climbing gear;,,To buy something for myself;,3931
3932,Male,CBD (central business district),White European,,Aerobics,Irregularly,Yes,Sky diving;Mountain biking;Parachuting;,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,3932
3933,Male,CBD (central business district),White European,,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;,3933
3934,Male,Suburban,White European,,Not applicable - I don't exercise,,No,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3934
3935,Female,CBD (central business district),Indian,,Lifting weights,,No,,Basketball;Hockey stick;Surfboard;Parachute;,,Don't know;,3935
3936,Male,Urban,White European,,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;,Dinner;,Not applicable - I won't ever go to a sporting goods store;,3936
3937,Female,Urban,White European,,Aerobics,,No,Mountain biking;Parachuting;,Basketball;Hockey stick;,,To check prices;,3937
3938,Female,Suburban,White European,,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;,Breakfast;Lunch;Mid-afternoon snacking;None of them;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;Other;,3938
3939,Male,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Regularly,Yes,Sky diving;Base jumping;Mountain biking;,Basketball;Football;Hockey stick;Surfboard;Parachute;,,To buy something for somebody else;To check prices;,3939
3940,Male,Suburban,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,3940
3941,Male,Suburban,White European,Roman Catholic,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Basketball;Hockey stick;,,To buy something for myself;,3941
3942,Male,Suburban,White European,None,Aerobics,Irregularly,No,Other;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3942
3943,Female,Urban,Pakistani,Islam/Muslim,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,Mid-afternoon snacking;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,3943
3944,Female,Remote,White European,None,Aerobics,Never,No,Other;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3944
3945,Female,Urban,White European,,Not applicable - I don't exercise,,Yes,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3945
3946,Male,CBD (central business district),White European,,Football (soccer),Regularly,Yes,,Football;Hockey stick;Parachute;,Breakfast;Lunch;Mid-afternoon snacking;,To buy something for myself;To check prices;,3946
3947,Male,CBD (central business district),Pakistani,Islam/Muslim,Aerobics,,Yes,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Basketball;Hockey stick;Surfboard;Parachute;,,To buy something for myself;To ask the staff for sporting advice;To check prices;,3947
3948,Male,Urban,White European,,Other,Irregularly,No,,9Parachute;,,Don't know;,3948
3949,Male,Remote,White European,Presbyterian/Church of Scotland,Aerobics,,No,Sky diving;Parachuting;,9Parachute;,,Don't know;,3949
3950,Female,Urban,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,,To check prices;,3950
3951,Female,Rural,White European,Church of England/Anglican/Episcopal,Aerobics,,No,Base jumping;Mountain biking;Kite boarding;Parachuting;,Basketball;Football;Hockey stick;Surfboard;Parachute;Swimming goggles;,,To buy something for myself;,3951
3952,Female,Urban,White European,None,Football (soccer),Regularly,No,,Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,3952
3953,Male,CBD (central business district),White European,,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Snowboarding;Parachuting;,Football;Hockey stick;Parachute;,,To buy something for myself;To buy something for somebody else;,3953
3954,Male,Urban,White European,Prefer not to say,Aerobics,Never,No,Mountain biking;Parachuting;,Basketball;Football;Hockey stick;,,Don't know;,3954
3955,Male,CBD (central business district),,,Running/jogging,,Yes,,Basketball;Hockey stick;Surfboard;Swimming goggles;,Mid-morning snacking;Mid-afternoon snacking;Dinner;,Other;,3955
3956,Male,Remote,White European,None,Aerobics,Irregularly,No,Base jumping;Mountain biking;,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,3956
3957,Female,Rural,White European,,Not applicable - I don't exercise,,Yes,,Basketball;Hockey stick;,Breakfast;Lunch;Mid-afternoon snacking;Dinner;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,3957
3958,Female,CBD (central business district),Any other white background,,Aerobics,Regularly,No,Mountain biking;,Basketball;Football;Hockey stick;,,Don't know;,3958
3959,Female,Suburban,White European,,Aerobics,Irregularly,No,Other;,9Parachute;,,To buy something for myself;,3959
3960,Male,Suburban,White European,None,Running/jogging,Never,No,,Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,3960
3961,Male,Urban,White European,Church of England/Anglican/Episcopal,Running/jogging,Irregularly,No,,Basketball;Football;Parachute;,Mid-afternoon snacking;,To buy something for myself;,3961
3962,Female,Suburban,White European,,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;,,To buy something for myself;,3962
3963,Male,CBD (central business district),White European,,Aerobics,Irregularly,Yes,Base jumping;,Basketball;Football;Hockey stick;,,Don't know;,3963
3964,Female,Suburban,White European,,Lifting weights,,No,,9Parachute;,,Not applicable - I won't ever go to a sporting goods store;,3964
3965,Female,Suburban,White European,Jewish,Aerobics,Irregularly,No,Other;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3965
3966,Female,Rural,White European,,Pilates,Irregularly,No,,Basketball;Hockey stick;Surfboard;Parachute;Swimming goggles;,,Not applicable - I won't ever go to a sporting goods store;,3966
3967,Female,CBD (central business district),Any other white background,,Football (soccer),,Yes,,Basketball;Football;Hockey stick;Parachute;,,Don't know;,3967
3968,Female,CBD (central business district),White European,Roman Catholic,Aerobics,Irregularly,No,Other;,Football;Hockey stick;,,To buy something for myself;,3968
3969,Female,Urban,White European,,Aerobics,Irregularly,No,Base jumping;Parachuting;,Basketball;Football;Hockey stick;,Mid-afternoon snacking;,To buy something for myself;To buy something for somebody else;,3969
3970,Female,Suburban,White European,,Lifting weights,Irregularly,No,,Basketball;Football;,,To buy something for myself;To check prices;,3970
3971,Male,CBD (central business district),White European,None,Football (soccer),Irregularly,No,,Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,3971
3972,Male,Remote,White European,,Swimming,Irregularly,No,,Basketball;Football;Surfboard;,,To buy something for myself;,3972
3973,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,,Yes,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;Parachuting;,Basketball;Football;Hockey stick;,,To buy something for somebody else;,3973
3974,Male,Rural,White European,,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;,Dinner;,To buy something for myself;To buy something for somebody else;To check prices;,3974
3975,Male,Urban,White European,,Swimming,Irregularly,Yes,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3975
3976,Female,CBD (central business district),White European,,Lifting weights,Regularly,No,,Basketball;Football;Hockey stick;,Breakfast;,To buy something for myself;,3976
3977,Male,Remote,White European,,Aerobics,Irregularly,No,Mountain biking;Parachuting;,Basketball;Football;Hockey stick;Parachute;Swimming goggles;,,Not applicable - I won't ever go to a sporting goods store;,3977
3978,Male,Suburban,White European,,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;,Football;Climbing gear;,,Not applicable - I won't ever go to a sporting goods store;,3978
3979,Female,CBD (central business district),White European,,Aerobics,Irregularly,Yes,Base jumping;,Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,3979
3980,Male,,White European,None,Lifting weights,,No,,Basketball;Football;Hockey stick;,,Don't know;,3980
3981,Female,Urban,White and Black Caribbean,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,No,,Football;Hockey stick;,,Don't know;,3981
3982,Male,CBD (central business district),White European,Roman Catholic,Lifting weights,,No,,Basketball;,,To buy something for myself;,3982
3983,Female,CBD (central business district),White European,Roman Catholic,Aerobics,,No,Sky diving;Base jumping;Mountain biking;Kite boarding;,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;Other;,3983
3984,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;,Basketball;Football;Hockey stick;Bicycle;,,To buy something for myself;To buy something for somebody else;,3984
3985,Female,CBD (central business district),White European,None,Not applicable - I don't exercise,,No,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3985
3986,Male,CBD (central business district),White European,,Aerobics,Never,Yes,Sky diving;Mountain biking;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3986
3987,Female,CBD (central business district),White European,None,Lifting weights,Irregularly,No,,Basketball;Hockey stick;,,Don't know;,3987
3988,Male,Urban,White European,,Lifting weights,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3988
3989,Male,,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Sky diving;Base jumping;,Basketball;Football;,,To buy something for somebody else;,3989
3990,Male,Remote,White European,,Lifting weights,,No,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3990
3991,Male,CBD (central business district),White European,,Lifting weights,,Yes,,Basketball;Hockey stick;Parachute;,,To buy something for myself;To buy something for somebody else;,3991
3992,Male,Urban,White European,,Running/jogging,Irregularly,No,,Basketball;Hockey stick;,Lunch;Dinner;,Not applicable - I won't ever go to a sporting goods store;,3992
3993,Female,Urban,White European,,Not applicable - I don't exercise,,No,,Basketball;Football;Hockey stick;,None of them;,Not applicable - I won't ever go to a sporting goods store;,3993
3994,Male,Urban,White European,None,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;Other;,3994
3995,Male,Urban,White European,,Lifting weights,Irregularly,No,,Football;Hockey stick;,,Don't know;,3995
3996,Male,CBD (central business district),White European,None,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;,,Other;,3996
3997,Female,CBD (central business district),White European,,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;,Breakfast;Dinner;,To buy something for myself;,3997
3998,Male,Rural,White European,,Aerobics,,Yes,Sky diving;Base jumping;Mountain biking;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,3998
3999,Female,Urban,White European,,Aerobics,,Yes,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;Parachuting;,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;,3999
4000,Male,CBD (central business district),White European,,Pilates,Regularly,Yes,,Hockey stick;Parachute;,Breakfast;,To buy something for myself;,4000
4001,Female,Remote,White European,Church of England/Anglican/Episcopal,Pilates,Irregularly,No,,Hockey stick;,Breakfast;,Not applicable - I won't ever go to a sporting goods store;,4001
4002,Male,Suburban,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Parachute;,,To buy something for myself;To ask the staff for sporting advice;,4002
4003,Male,Urban,White European,,Football (soccer),Irregularly,No,,Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,4003
4004,Male,Rural,White European,Roman Catholic,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Snowboarding;,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,4004
4005,Female,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Never,No,Base jumping;Mountain biking;Parachuting;,Hockey stick;Surfboard;,,To check prices;,4005
4006,Male,Suburban,White European,Church of England/Anglican/Episcopal,Lifting weights,,Yes,,Basketball;Football;Hockey stick;Parachute;,Dinner;,Other;,4006
4007,Female,Rural,White European,,Aerobics,Irregularly,No,Kite boarding;,Hockey stick;,,Don't know;,4007
4008,Female,Rural,White European,None,Lifting weights,,No,,Basketball;Football;Hockey stick;,Mid-afternoon snacking;Dinner;,To buy something for myself;To ask the staff for sporting advice;Other;,4008
4009,Male,CBD (central business district),White European,,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Basketball;Hockey stick;Bicycle;,Mid-morning snacking;Mid-afternoon snacking;Dinner;,To buy something for myself;To check prices;,4009
4010,Male,CBD (central business district),White European,None,Running/jogging,Regularly,Yes,,Basketball;Hockey stick;,,Don't know;,4010
4011,Male,Rural,White European,Methodist,Aerobics,Irregularly,No,Mountain biking;,Football;,,Don't know;,4011
4012,Female,CBD (central business district),White European,,Football (soccer),Irregularly,No,,Football;,Lunch;,Don't know;,4012
4013,Female,Remote,White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,No,,Football;,,To buy something for myself;To buy something for somebody else;To check prices;,4013
4014,Male,CBD (central business district),White European,,Lifting weights,Irregularly,Yes,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4014
4015,Female,CBD (central business district),White European,Methodist,Pilates,Irregularly,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4015
4016,Female,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,4016
4017,Male,Suburban,White European,Roman Catholic,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;,Basketball;Hockey stick;,Dinner;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,4017
4018,Female,CBD (central business district),White European,Other,Lifting weights,Irregularly,Yes,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4018
4019,Female,Suburban,White European,,Yoga,Irregularly,Yes,,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,4019
4020,Male,Urban,White European,,Aerobics,Regularly,No,Sky diving;Base jumping;,Basketball;Hockey stick;,Breakfast;Lunch;Mid-afternoon snacking;,To buy something for myself;To buy something for somebody else;To check prices;,4020
4021,Male,Urban,White European,Presbyterian/Church of Scotland,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;,Basketball;Football;Hockey stick;Surfboard;Parachute;Swimming goggles;,Breakfast;Lunch;Dinner;,To buy something for somebody else;To ask the staff for sporting advice;,4021
4022,Male,Suburban,Any other white background,,Lifting weights,,No,,Basketball;Hockey stick;,,To buy something for somebody else;,4022
4023,Male,Remote,White European,None,Aerobics,Irregularly,No,Other;,Basketball;Football;Hockey stick;Parachute;,,Don't know;,4023
4024,Male,Rural,White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,Mid-afternoon snacking;Dinner;,To buy something for myself;To check prices;,4024
4025,Female,,White European,,Football (soccer),,Yes,,Basketball;Football;Parachute;,,To buy something for somebody else;,4025
